42.3463503,-71.1626756
42.2826027,-71.067605
42.3364553,-71.0349193
42.3097365,-71.1151431
42.3695431,-71.0200613
42.36475590000001,-71.1032591
42.3803274,-71.13891009999999
42.3421605,-71.1240559
42.3377967,-71.0705763
42.2527785,-71.1299976
42.3157363,-71.0527482
42.353068,-71.0765188
42.2832142,-71.1270268
42.32182359999999,-71.08840359999999
42.2797554,-71.1626756
42.3808757,-71.1002881
42.3930959,-71.08840359999999
42.339904,-71.0898892
42.3476181,-71.1002881
42.3991718,-71.1240559
42.3593008,-71.1270268
42.3964457,-71.13593929999999
42.3065441,-71.08246129999999
42.29671460000001,-71.0527482
42.2771417,-71.0913748
42.33280269999999,-71.13891009999999
42.3652917,-71.0646337
42.37954089999999,-71.0646337
42.3716445,-71.0809757
42.3178198,-71.1626756
42.33191670000001,-71.09880249999999
42.3514653,-71.0601767
42.3654231,-71.05497679999999
42.3517272,-71.0408624
42.36606159999999,-71.0482911
42.3635847,-71.08246129999999
42.3548561,-71.0661193
42.3613114,-71.0482911
42.3464868,-71.0832041
